type,latitude,longitude,altitude (m),name,desc,corr_latitude,corr_longitude
T,25.49162695,51.44816666,11.3,,,25.49163,51.44817
T,25.49168587,51.44813952,11.2,,,25.49169,51.44814
T,25.4917457,51.44812175,11,,,25.49175,51.44813
T,25.49177286,51.4480892,10.7,,,25.49178,51.44809
T,25.49183227,51.44806176,10.4,,,25.49184,51.44807
T,25.49187235,51.44804657,10.3,,,25.49188,51.44805
T,25.49190027,51.44801372,10.3,,,25.49191,51.44802
T,25.49194867,51.44797792,10.3,,,25.49195,51.44798
T,25.49198634,51.44794357,10.3,,,25.49199,51.44795
T,25.49202449,51.44790906,10.4,,,25.49203,51.44791
T,25.49207327,51.44787293,10.4,,,25.49208,51.44788
T,25.4921155,51.44786685,10.3,,,25.49212,51.44787
T,25.4921553,51.44784162,10.2,,,25.49216,51.44785
T,25.49221779,51.44782281,10,,,25.49222,51.44783
T,25.49227798,51.44778471,10.2,,,25.49228,51.44779
T,25.49232937,51.44775756,10.4,,,25.49233,51.44776
T,25.4923584,51.4477238,10.6,,,25.49236,51.44773
T,25.49240887,51.44768679,10.8,,,25.49241,51.44769
T,25.49245181,51.44768041,10.9,,,25.49246,51.44769
T,25.4924841,51.44767562,11,,,25.49249,51.44768
